"Base License Number","Base Name","DBA","Year","Month","Month Name","Total Dispatched Trips","Total Dispatched Shared Trips","Unique Dispatched Vehicles"
"B01854","EUROPE LIMOUSINE SERVICE INC",,"2021","4","April","1,317","0","89"
"B03239","CIBAO 2 INC.",,"2020","2","February","2,872","0","21"
"B02735","BEST DEAL CAR SERVICE 2,INC.",,"2017","3","March","2,462","0","82"
"B01764","QUICK RIDE CORP.",,"2018","9","September","337","0","4"
"LYFT","LYFT","LYFT","2024","2","February","4,949,843","0","60,187"
"B03016","BEST DEAL BLACK INC.",,"2021","11","November","32,101","0","174"
"B03424","LILIAS LUXURY CORP",,"2026","4","April","15","0","1"
"B03096","QUDOS FLEET NEW YORK 1 LLC",,"2019","12","December","8","0","7"
"B00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2026","3","March","773","0","5"
"B01745","AZUAY CORPORATION","CARIBE CAR SERVICE","2020","8","August","449","0","4"
"B02817","ANYTIME FORSYTH TRANSPORT CORP",,"2018","2","February","1,664","0","17"
"B01626","LA NUEVA QUISQUEYA C/S INC",,"2020","1","January","20,483","0","89"
"B02922","HY'S LIVERY SERVICE,INC.",,"2017","2","February","68","0","12"
"B00887","DIAL 7 CAR & LIMOUSINE SERVICE INC.",,"2018","4","April","30,495","0","510"
"B02191","US LIMO SYSTEM INC",,"2017","9","September","902","0","24"
"B00001","LONDON TOWNCARS INC",,"2026","2","February","389","0","19"
"B00647","KISS CAR SERVICE INC",,"2023","3","March","9,314","0","47"
"B01738","SAETA CAR SERVICE INC.",,"2024","3","March","3,220","0","23"
"B03038","SOUTH BRONX TRANSPORTATION,INC.",,"2018","2","February","176","0","6"
"B01065","EL BARRIO'S CAR SERVICE LLC",,"2024","11","November","30,266","0","205"
"B02471","TSU GLOBAL SERVICES INC",,"2018","4","April","142","0","7"
"B02389","EMBARQUE N.Y., INC.",,"2019","7","July","312","0","10"
"B02196","N & T DOUBLE DIAMOND LIMOUSINES, INC.",,"2017","8","August","25","0","3"
"B01332","SKYWAY CAR SERVICE EXPRESS INC.",,"2015","5","May","1,411","0","13"
"B01406","GOTHAM CAR SERVICE INC.","LEGEND CAR SERVICE","2022","11","November","3,233","0","53"
"B00227","PARK WEST EXEC. SERVICES, INC.","TOWN CARS","2015","4","April","12,144","0","219"
"B01065","EL BARRIO'S CAR SERVICE LLC",,"2025","9","September","31,636","0","225"
"B00401","TREMONT DISPATCHING CORP",,"2016","11","November","1,980","0","6"
"B02590","LUXOR LIMO INC",,"2017","12","December","2,037","0","46"
"B02424","FRIENDLY RIDE INC",,"2017","8","August","386","0","24"
"B02754","TIGER CAR SERVICE INC.",,"2016","3","March","515","0","16"
"B02925","SIGNATURE BLACK CAR LLC",,"2017","10","October","669","0","32"
"B02462","TIFFANY'S CAR SERVICE INC.",,"2023","10","October","65","0","4"
"LYFT","LYFT","LYFT","2022","4","April","4,742,080","0","48,263"
"B02423","77 EXPRESS CAR & LIMO SERVICE, INC.",,"2017","2","February","213","0","1"
"B00850","UPTOWN TRANSIT CORP",,"2022","7","July","301","0","4"
"B01721","W.K. CAR & LIMO SERVICE INC",,"2022","5","May","303","0","4"
"B03064","AP LUXURY LIMOUSINE INC",,"2023","9","September","76","0","11"
"B02553","NEW JUBILEE CAR SERVICE, INC.",,"2019","10","October","2,584","0","24"
"B01963","AFRO CAR SERVICE CORP",,"2022","7","July","1,411","0","10"
"B00008","T-D MAINTENANCE CORP","FOUR ONES CAR SERVICE","2019","4","April","1,454","0","19"
"B03525","CARE WITH LOVE TRANSPORTATION CORP.",,"2026","3","March","291","0","10"
"B03492","MARINA CAR SERVICE INC",,"2026","1","January","3,028","0","8"
"B02811","M.L TRIPS CORP.",,"2016","4","April","521","0","27"
"B02803","OUTSIDE'S CAR SERVICE INC.",,"2017","12","December","6,866","0","47"
"B02021","EASYRIDE CAR SERVICE INC.",,"2023","2","February","980","0","8"
"B02120","HARRISON GLOBAL LLC","BOSTON COACH","2021","8","August","1,519","0","40"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2018","7","July","9,527","0","39"
"B02541","HIBA CAR & LIMO SVC INC.",,"2015","12","December","564","0","20"
"B01745","AZUAY CORPORATION","CARIBE CAR SERVICE","2017","12","December","7,074","0","45"
"B02292","NEW YORK APPLE V.I.P. CORP",,"2024","7","July","1,022","0","84"
"B03113","MIKE'S VIP TRANSPORTATION INC.",,"2021","1","January","452","0","21"
"B01013","AMERICANA TRANSPORTATION LLC",,"2018","8","August","967","0","8"
"B00911","RIVERSIDE PLUS RADIO DISPATCH, INC.","NEW WEBSTER CAR & LIMO SERVICE","2020","6","June","3,963","0","30"
"B03644","RIDE SOHO INC",,"2026","2","February","1","0","1"
"B01811","IVOIRE LIMO INC.",,"2019","12","December","1,746","0","29"
"B02980","ADVANTAGE LIMO OF NY INC",,"2019","1","January","151","0","6"
"B01913","MIRAGE LIMOUSINE SERVICE INC",,"2023","9","September","454","0","11"
"B03291","TRACY LUXURY CORP.",,"2024","4","April","2","0","1"
"B03258","CHERRY TRANSPORTATION NY INC.",,"2022","1","January","86","0","8"
"B03197","LIMO TRIBE INC",,"2025","6","June","7","0","7"
"B00277","ALL CITY CORP TRANS INC",,"2020","2","February","1,438","0","33"
"B00318","APPLE RADIO CARS INC",,"2017","2","February","5,976","0","43"
"B02747","LEGEND LUXURY LIMO INC.",,"2024","8","August","23","0","13"
"B02303","MINEOLA TRANSPORTATION INC.",,"2017","3","March","259","0","4"
"B01432","TOVAR TRANSPORTATION INC",,"2016","12","December","5,961","0","29"
"B01081","GEORGE TOWN MANAGEMENT INC",,"2019","2","February","898","0","8"
"B03407","ZOOM TRANSIT INC",,"2024","11","November","39","0","39"
"B01492","MOBILE #1 CAR SERVICE INC.",,"2019","8","August","22","0","4"
"B02881","DIANE CAR AND LIMO SERVICE LLC",,"2023","1","January","3,759","0","19"
"B01800","EMPIRE INTERNATIONAL LTD.",,"2023","3","March","2,965","0","181"
"B00932","NATASHAS GRP CAR CORP",,"2017","12","December","4,515","0","25"
"B00030","TREMONT DISPATCHING CORP",,"2016","2","February","455","0","2"
"B00837","CAREY LIMOUSINE NY, INC",,"2023","10","October","6,409","0","129"
"B01009","UNITED LIMO C/M SVC CORP",,"2024","4","April","358","0","6"
"B03060","EASTLAND BLACK CARS CORP",,"2024","7","July","19,235","0","140"
"JUNO","JUNO","JUNO","2016","4","April","5,338","0","3,780"
"B02942","FANNY RADIO DISPATCHER SERVICE INC.",,"2019","9","September","538","0","10"
"B02857","MATHES SERVICE INC.","NUNU ROCHDALE CAR SERVICE","2018","10","October","682","0","4"
"B01764","QUICK RIDE CORP.",,"2018","8","August","321","0","4"
"B03145","YERZ CAR INC.",,"2023","11","November","637","0","4"
"B02273","BENI'S LIMOUSINE SERVICE INC",,"2020","11","November","1","0","1"
"B01527","NEW FAMILY RAD DISP INC",,"2026","1","January","125","0","9"
"B02183","BANGLA CAR & LIMO. SERVICE INC.",,"2015","11","November","258","0","111"
"B01282","NEW LOTS C/S INC",,"2022","10","October","1,891","0","10"
"B03156","EPIC CAR SERVICE INC.",,"2019","6","June","2,748","0","28"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2018","11","November","93","0","7"
"B00445","JOE M LEASING CORP","FOUR TWO'S PVT C/S","2018","3","March","8,212","0","19"
"B02677","A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,"2025","12","December","19,210","0","107"
"B03417","MZ RIDE LLC",,"2023","11","November","15","0","5"
"B02705","GROUND JET EXECUTIVE TRANSPORTATION LLC",,"2015","5","May","93","0","6"
"B02968","NEW GENERATION BLACK CAR TRANSPORTATION CORP.",,"2023","10","October","45,405","0","274"
"B01808","OLD TOWN CARS CORP","DELTA CARS","2018","11","November","2,512","0","6"
"B01667","NEW GOLDEN HORSE C/L SVC,INC.",,"2023","4","April","11,773","0","93"
"B02162","A B C SHUTTLE SERVICES CORPORATION","ABC CAR SERVICES","2022","1","January","5,333","0","49"
"B03177","BERNICE SERVICES INC",,"2022","9","September","622","0","10"
"B01432","TOVAR TRANSPORTATION INC",,"2024","2","February","1,885","0","10"
"B02797","CJ LIMOUSINE LLC",,"2016","9","September","472","0","15"
"B01338","3210 WEBSTER AV PRESTIGE C/S",,"2019","1","January","20,604","0","118"
"B03128","RIDE SMART CORP.",,"2024","11","November","2,758","0","8"
"B03138","WST LIMOUSINE LLC",,"2024","1","January","183","0","12"
"B01626","LA NUEVA QUISQUEYA C/S INC",,"2017","12","December","36,481","0","138"
"B01118","INTERNATIONAL CAR SERVICE INC.",,"2025","7","July","6,129","0","33"
"B00013","LOVE CORPORATE CAR INC",,"2023","5","May","1,169","0","175"
"B01087","ELITE LIMO PLUS INC",,"2020","4","April","3,399","0","73"
"B00254","XYZ TWO WAY RADIO",,"2016","4","April","22,299","0","306"
"B03111","SELECT TRANS,INC",,"2021","4","April","482","0","8"
"B02968","NEW GENERATION BLACK CAR TRANSPORTATION CORP.",,"2025","9","September","44,357","0","277"
"B02287","ROAD NEW YORK ENTERPRISES INC.","DAI-ICHI LIMOUSINE","2024","3","March","213","0","9"
"B01980","READY TO ROLL TRANSPORTATION, INC.",,"2018","8","August","370","0","12"
"B00306","LOVE LIMOUSINE NYC LTD",,"2025","11","November","1,134","0","214"
"B01644","MUSIC EXPRESS/N.Y. INC",,"2024","11","November","847","0","33"
"B03312","ACK TRANSPORTATION CORP.",,"2022","8","August","2,038","0","24"
"B02532","COZY RIDE LIMOUSINE INC","COZY TRANSIT","2024","10","October","969","0","10"
"B02245","OCEANA CAR AND LIMO",,"2019","1","January","2,239","0","8"
"B02551","CHIEF LIMO INC.",,"2015","4","April","244","0","7"
"B03081","DLS CAR AND LIMOUSINE SERVICE CORP","ALL TRANSFERS SERVICE","2022","5","May","1","0","1"
"B03129","PHASE ONE TRANSPORT INC.",,"2019","8","August","1,656","0","19"
"B02891","GLIDE LUXURY TRANSPORTATION, INC",,"2018","1","January","113","0","4"
"B01088","PAISA 2 CAR  AND LIMOUSINE SERVICE INC",,"2020","1","January","158","0","3"
"B00919","HARLEM CARS INC.",,"2018","7","July","6,552","0","45"
"B02245","OCEANA CAR AND LIMO",,"2017","9","September","4,372","0","15"
"B03266","HOYT LIMO & SERVICE CORP.",,"2022","9","September","8,603","0","44"
"B02316","AJAY CAR SERVICE, LLC.",,"2016","8","August","1,080","0","14"
"B03116","NAVI TRANSPORTATION INC.",,"2022","10","October","1,012","0","5"
"B02447","LUIGI MEMO INC.","VIEW","2017","6","June","39","0","22"
"B02799","CHURCH AVENUE EXPRESS INC",,"2022","7","July","1,679","0","9"
"B02532","COZY RIDE LIMOUSINE INC","COZY TRANSIT","2017","10","October","1,757","0","15"
"B01269","DIVISION CAR & LIMO INC.","NATANYA TRANSPORTATION","2019","5","May","1,257","0","4"
"B01663","CIBAO RADIO DISPATCH",,"2023","5","May","456","0","2"
"B01445","J T TRANS CO INC",,"2016","7","July","4,346","0","64"
"B00151","KINGSBAY CAR SERVICE INC",,"2017","2","February","371","0","37"
"B02408","PETER EXECUTIVE LIMOUSINE, CORP",,"2015","10","October","109","0","5"
"B02803","OUTSIDE'S CAR SERVICE INC.",,"2025","1","January","1,277","0","22"
"B01349","CAPRICORN LIMO SVC INC",,"2023","9","September","555","0","16"
"B01288","NEW ELEGANTE CAR SVC INC","ELEGANTE","2018","8","August","1,164","0","14"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2020","5","May","8,113","0","53"
"B03331","GIGI NYC INC",,"2024","12","December","1,135","0","13"
"B02674","ELAL CAR LIMO SERVICE LLC","FIFTH AVENUE CAR LIMO SERVICE","2022","7","July","2,071","0","8"
"B02653","NEW COLLEGE CAR SVCE INC",,"2019","1","January","10,118","0","58"
"B03041","PUEBLA CITY INC.",,"2020","10","October","2,660","0","13"
"B02060","AMERICAN LIMOUSINE LLC","RMA WORLDWIDE CHAUFFEUR SERVICE","2021","1","January","343","0","8"
"B00202","EXCELSIOR CAR & LIMO, INC.",,"2023","10","October","642","0","9"
"B01349","CAPRICORN LIMO SVC INC",,"2024","3","March","515","0","14"
"B02912","FIRST CLASS LUXURY INC",,"2019","12","December","1,348","0","8"
"UBER","UBER","UBER","2018","3","March","13,462,091","3,523,078","66,567"
"B01663","CIBAO RADIO DISPATCH",,"2021","11","November","1,068","0","6"
"B02157","REAGAN CONVEYANCE  CORP.","DELUX TRANSPORTATION SERVICES","2023","11","November","3,473","0","106"
"B01392","NEW AMERICAN CLASS L/C SERVICE CORP.",,"2017","8","August","1,243","0","14"
"B00706","VIC & BAY CAR SERVICE, INC","DEJOY'S RED TOP","2016","12","December","15,174","0","26"
"B01029","ZION CAR SERVICE INC.",,"2018","12","December","152","0","4"
"B02719","49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,"2025","8","August","11,096","0","850"
"B01432","TOVAR TRANSPORTATION INC",,"2025","6","June","1,951","0","8"
"B01088","PAISA 2 CAR  AND LIMOUSINE SERVICE INC",,"2019","8","August","331","0","3"
"B03164","KISS LUXURY TRANSPORTATION INC.",,"2025","7","July","14,653","0","89"
"B03646","TRANSPORT NEW WAY INC",,"2025","2","February","843","0","8"
"B01069","RPO CAR AND LIMOUSINE SERVICE INC.",,"2016","1","January","2,220","0","15"
"B00972","N.J.M.INC.","MID ISLAND CAR SVCE","2015","8","August","2,343","0","17"
"B01529","J.I.G. TRANSPORT CORP.","ECKFORD CAR SERVICE","2019","3","March","876","0","20"
"B03239","CIBAO 2 INC.",,"2023","2","February","2,558","0","21"
"B00445","JOE M LEASING CORP","FOUR TWO'S PVT C/S","2016","1","January","10,194","0","23"
"B01928","DISCOVER LIMO INC","INFINITY LIMO","2017","9","September","42","0","10"
"B03081","DLS CAR AND LIMOUSINE SERVICE CORP","ALL TRANSFERS SERVICE","2019","1","January","64","0","5"
"B01730","LUCKY EXPRESS CORPORATION","GOOD LUCK CAR SVCE","2021","6","June","5,308","0","56"
"B00149","RAINBOW RAD DISP INC",,"2024","11","November","486","0","17"
"B02735","BEST DEAL CAR SERVICE 2,INC.",,"2022","6","June","19,180","0","115"
"B00095","LIBERTY CAR SERVICE INC.",,"2018","2","February","4,838","0","29"
"B03166","TURING ENTERPRISES INC.",,"2023","4","April","155","0","2"
"B01452","AREAS TRANSP INC",,"2025","12","December","2,079","0","5"
"B01259","THE NEW BROOKLYN C/S INC",,"2019","3","March","3,725","0","15"
"B00900","BIG Q CAR SVC. INC.",,"2023","6","June","12,456","0","58"
"B03081","DLS CAR AND LIMOUSINE SERVICE CORP","ALL TRANSFERS SERVICE","2021","9","September","22","0","3"
"B00337","KEW GARDENS ENTERPRISES INC.",,"2018","9","September","1,970","0","16"
"B02550","AGAPE LUXURY CORP.",,"2025","1","January","94,681","0","1,120"
"B01417","NESHER EXPRESS CAR SERVICE 2 INC.",,"2024","6","June","834","0","5"
"B00160","JAFFA CAR & LIMO SVC INC",,"2015","10","October","5,371","0","21"
"B02834","811 TRANSIT CORP",,"2015","11","November","323","0","10"
"B02849","BROOKLYN RIDES CORP",,"2023","9","September","11,974","0","99"
"B02751","RELIANCE GROUP INC",,"2018","10","October","36","0","5"
"B03390","READY GO USA INC",,"2024","9","September","7","0","1"
"B01717","HIGH CLASS BRONX LIMO C/S CORP",,"2021","12","December","6,241","0","52"
"B01176","SANTO DOMINGO CAR LIMO SERVICES INC",,"2021","12","December","926","0","10"
"B00756","T & S HILLSIDE INC.","RED CAP CAR SERVICE","2022","10","October","3,898","0","21"
"B00412","NYC 2 WAY INTERNATIONAL LTD","NYC TWO WAY INC.","2017","3","March","10,534","0","113"
"B01197","TEL-A-CAR OF NEW YORK, LLC",,"2021","1","January","177","0","34"
"B01559","MUNKACS CAR SVC LTD",,"2018","5","May","3,622","0","13"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2019","7","July","1,251","0","9"
"B00196","NEW EASY WAY RADIO DISP INC",,"2024","9","September","2","0","2"
"B03050","TORINKO NY, LLC",,"2024","2","February","145","0","12"
"B00381","BELL RADIO INC",,"2018","5","May","4,936","0","100"
"B02770","CAVALIER CAR & LIMOUSINE, INC.",,"2024","11","November","199","0","9"
"B02027","PARIS LIMOUSINE SERVICE, CORP",,"2021","10","October","1,120","0","22"
"B02107","APOLLO RADIO DISPATCH INC.",,"2015","12","December","14,423","0","102"
"B02213","EXPRESS 11 CAR SERVICE, INC.",,"2018","1","January","2,206","0","15"
"B02913","DAT TRANSPORTATION INC.",,"2024","9","September","7","0","4"
"B02005","CAR LINE TRANSPORTATION CORP.","CAR LINE TRANSPORTATION CORP.","2019","6","June","545","0","19"
"B03505","LA ECUATORIANA LUXURY INC",,"2024","4","April","117","0","6"
"B01546","BELLE-ROCK OF BEACH CHANNEL INC.",,"2025","2","February","27,099","0","119"
"B02811","M.L TRIPS CORP.",,"2019","4","April","1,266","0","27"
"B00255","CAUTIOUS CARS CORP",,"2023","11","November","19","0","1"
"B00256","FAST OPERATING CORP","CARMEL C/L SVCE","2017","9","September","50,963","0","707"
"B01958","ST.ALBANS-HOLLIS CAR SERVICE INC.",,"2018","9","September","62","0","2"
"B02334","GROUND TRAVEL SERVICES II, LTD.","GTS","2020","11","November","66","0","7"
"B03482","BUSHWICK CAR SERVICE BLACK INC.",,"2024","10","October","295","0","4"
"B01721","W.K. CAR & LIMO SERVICE INC",,"2019","2","February","2,395","0","18"
"B03258","CHERRY TRANSPORTATION NY INC.",,"2023","6","June","130","0","6"
"B03038","SOUTH BRONX TRANSPORTATION,INC.",,"2021","10","October","791","0","11"
"B00221","PROFESSIONAL CAR SERVICE INC",,"2023","3","March","2,140","0","19"
"B03126","YUR DRIVERS NETWORK INC",,"2025","7","July","14","0","9"
"B01183","ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.",,"2019","10","October","1,091","0","315"
"B03181","EVEREST LUXURY CORP",,"2022","5","May","9","0","1"
"B01973","RAJA CAR & LIMOUSINE SERVICE INC.","ANGEL CAR SERVICE","2017","12","December","1,067","0","7"
"B02217","PCS LIMOUSINE INC.",,"2026","1","January","100","0","10"
"b00855","MAGNIFICENT 7'S ENTP INC",,"2018","8","August","521","0","4"
"B02988","BED STAR DRIVERS ASSOCIATES, INC",,"2017","8","August","240","0","7"
"b02657","MALCOLM LIMO EXPRESS CORP.",,"2016","7","July","627","0","26"
"B02965","ORION LUXURY CORP",,"2020","8","August","4","0","1"
"B03296","ZIP CONNECTIONS INC",,"2024","1","January","66","0","6"
"B01527","NEW FAMILY RAD DISP INC",,"2017","8","August","6,246","0","75"
"B00272","BIG APPLE CAR INC",,"2022","12","December","839","0","44"
"B02060","AMERICAN LIMOUSINE LLC","FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR","2015","10","October","728","0","58"
"B00608","SUMMIT CORPORATE CAR INC.",,"2016","8","August","1,494","0","44"
"B02612","GOLDEN LUXURY TRANSPORTATION INC.",,"2016","2","February","174","0","9"
"B01394","KINGSWAY CAR & LIMO SVC INC",,"2016","9","September","655","0","4"
"B02315","LA MORENITA CAR LIMO SERVICE INC",,"2017","10","October","3,242","0","16"
"B02643","LORY CAR SERVICE CORP.",,"2020","6","June","204","0","3"
"B03061","BLUE EAGLE TRANSPORTATION SERVICES CORP",,"2021","4","April","1,436","0","24"
"B03038","SOUTH BRONX TRANSPORTATION,INC.",,"2024","1","January","987","0","29"
"B01196","DIPLO RAD DISP INC",,"2016","2","February","29,057","0","185"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2017","9","September","10,715","0","191"
"B00037","TRANSP UNLIMITED C/S",,"2017","11","November","11,717","0","55"
"B03352","DREAMS LUXURY SERVICES CORP",,"2023","2","February","64","0","9"
"B03248","GUEST TRAVEL SERVICE INC.","GTS TRANSPORTATION","2022","5","May","286","0","6"
"B02784","SMILE TRANSPORTATION GROUP INC",,"2025","12","December","857","0","14"
"B02440","MLL LIMOUSINE SERVICES INC.",,"2019","12","December","557","0","21"
"B02997","KALUMA TRANSPORTATION GROUP INC.",,"2023","11","November","4,892","0","53"
"B03113","MIKE'S VIP TRANSPORTATION INC.",,"2025","9","September","2,222","0","31"
"B01045","CAPRICE CAR SERVICE NO.2 INC.",,"2018","4","April","4,280","0","33"
"B02892","SEAMAN EXPRESS CORP.",,"2019","2","February","26","0","14"
"B01980","READY TO ROLL TRANSPORTATION, INC.",,"2021","4","April","62","0","5"
"B03092","USA LIMOUSINE SERVICE CORP","VPZ EXECUTIVE LIMO","2020","4","April","294","0","11"
"B00531","FRIENDLY BEST-WAY TRANSPORTATION, INC.",,"2020","5","May","871","0","12"
"B02912","FIRST CLASS LUXURY INC",,"2026","4","April","1,231","0","7"
"B00827","CASTLE CAR SERVICE, INC",,"2021","6","June","596","0","2"
"B01048","HILLSIDE 24 HOURS RADIO DISPATCH INC",,"2017","8","August","1,519","0","7"
"B00290","ZPI CORPORATION","NATIONAL HIGH CLASS","2018","4","April","970","0","9"
"B01312","BROOKLYN RADIO DISPATCHER INC",,"2023","9","September","21,640","0","286"
"B01651","U.P.S. RADIO DISPATCH CORP.","WIRELESS CAR SERVICE","2018","10","October","414","0","7"
"B00445","JOE M LEASING CORP","FOUR TWO'S PVT C/S","2016","10","October","8,943","0","22"
"B02021","EASYRIDE CAR SERVICE INC.",,"2016","8","August","1,772","0","11"
"B00559","7 OCEAN EXPRESS INC.",,"2022","12","December","82","0","7"
"B03475","VOYAGER'S TRANSPORTATION INC",,"2023","6","June","2,280","0","8"
"B01482","SHORE TRANSPORTATION INC","SEASIDE CAR SERVICE","2025","1","January","3,138","0","24"
"B01742","AVALON TRANSPORTATION, LLC",,"2017","10","October","563","0","22"
"B01263","RACHEL'S CAR SERVICE,INC.",,"2019","6","June","3,132","0","12"
"B01899","ALLSTATE PRIVATE CAR & LIMO,INC",,"2024","3","March","68,109","0","349"
